40.304741,-73.522755,16800,1706718337
40.03981,-74.258545,24625,1706718337
40.793106,-72.929749,9275,1706718337
41.182949,-73.376125,15425,1706718337
41.16037,-73.518982,16250,1706718337
40.746708,-73.869511,29000,1706718337
40.823547,-73.666321,16800,1706718337
41.141052,-73.815453,34000,1706718337
40.104101,-73.490171,38000,1706718337
40.903564,-73.254761,925,1706718337
41.321594,-73.810791,34750,1706718337
40.990448,-73.184509,29000,1706718337
40.264613,-72.940292,36000,1706718337
40.257065,-74.030457,31025,1706718337
40.837671,-73.218571,800,1706718337
41.019562,-73.222778,2400,1706718337
41.033112,-73.291809,16375,1706718337
41.181564,-72.848999,12825,1706718337
40.7211,-73.16626,8125,1706718337
40.431473,-73.051392,22300,1706718337
41.085526,-73.104248,25550,1706718337
41.112655,-72.571252,28950,1706718337
40.940552,-73.179994,1800,1706718337
40.953726,-73.30746,1225,1706718337
40.231339,-73.471252,32025,1706718337
40.782944,-72.952271,20975,1706718337
40.833893,-73.545044,2500,1706718337
40.304741,-73.522755,16800,1706718339
40.03981,-74.258545,24700,1706718339
40.793106,-72.929749,9175,1706718339
41.182949,-73.376125,15425,1706718339
41.16037,-73.518982,16250,1706718339
40.746708,-73.869511,29000,1706718339
40.823547,-73.666321,16800,1706718339
41.141052,-73.815453,34000,1706718339
40.104101,-73.490171,38000,1706718339
40.904567,-73.252029,925,1706718339
41.321594,-73.810791,34750,1706718339
40.990448,-73.184509,29000,1706718339
40.264613,-72.940292,36000,1706718339
40.257065,-74.030457,31025,1706718339
40.837671,-73.218571,800,1706718339
41.019562,-73.222778,2400,1706718339
41.033112,-73.291809,16425,1706718339
41.181564,-72.848999,12825,1706718339
40.720918,-73.167073,8100,1706718339
40.431473,-73.051392,22300,1706718339
41.085526,-73.104248,25525,1706718339
41.112655,-72.571252,28950,1706718339
40.940552,-73.179994,1700,1706718339
40.953726,-73.30746,1225,1706718339
40.231339,-73.471252,32050,1706718339
40.782944,-72.952271,20975,1706718339
40.833893,-73.545044,2500,1706718339
40.582053,-73.578623,6725,1706718340
40.304741,-73.522755,16800,1706718340
39.93926,-74.319638,24750,1706718340
40.793106,-72.929749,9175,1706718340
41.182949,-73.376125,15425,1706718340
41.16037,-73.518982,16250,1706718340
40.746708,-73.869511,29000,1706718340
40.823547,-73.666321,16800,1706718340
41.141052,-73.815453,34000,1706718340
40.104101,-73.490171,38000,1706718340
40.904663,-73.25177,925,1706718340
41.321594,-73.810791,34750,1706718340
40.990448,-73.184509,29000,1706718340
40.264613,-72.940292,36000,1706718340
40.257065,-74.030457,31025,1706718340
40.837671,-73.218571,800,1706718340
41.019562,-73.222778,2400,1706718340
41.033112,-73.291809,16475,1706718340
41.181564,-72.848999,12825,1706718340
40.720459,-73.169434,8075,1706718340
40.431473,-73.051392,22300,1706718340
41.132675,-73.034058,25500,1706718340
41.112655,-72.571252,28950,1706718340
40.941742,-73.179443,1800,1706718340
40.953726,-73.30746,1225,1706718340
40.231339,-73.471252,32075,1706718340
40.782944,-72.952271,20975,1706718340
40.833893,-73.545044,2500,1706718340
40.582123,-73.576416,6775,1706718341
40.304741,-73.522755,16800,1706718341
39.93926,-74.319638,24775,1706718341
40.793106,-72.929749,9175,1706718341
41.182949,-73.376125,15425,1706718341
41.16037,-73.518982,16250,1706718341
40.746708,-73.869511,29000,1706718341
40.823547,-73.666321,16800,1706718341
41.141052,-73.815453,34000,1706718341
40.104101,-73.490171,38000,1706718341
40.904663,-73.25177,925,1706718341
41.321594,-73.810791,34750,1706718341
41.002853,-73.16394,29000,1706718341
40.264613,-72.940292,36000,1706718341
40.257065,-74.030457,31025,1706718341
40.837671,-73.218571,800,1706718341
41.019562,-73.222778,2400,1706718341
41.033112,-73.291809,16475,1706718341
